name,url,adress,phone,schedule,nb_reviews,global_rating,Food_rating,Service_rating,Value_rating,Atmosphere_rating,Meals_detail,FEATURES_detail,CUISINES_detail,Special Diets_detail,priceMin,priceMax
L'Odyssee des Sens,https://www.tripadvisor.in//Restaurant_Review-g196537-d12475160-Reviews-L_Odyssee_des_Sens-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Bar de la Compagnie,https://www.tripadvisor.in//Restaurant_Review-g196537-d8562052-Reviews-Bar_de_la_Compagnie-Vannes_Morbihan_Brittany.html,"95 avenue de la Marne Centre Commercial Carrefour Vannes, Zone de Fourchene, 56000, Vannes France",+33 2 97 63 50 92,,49,3.5,3.5,3.5,3.5,,"Lunch, Dinner","Seating, Wheelchair Accessible, Table Service, Reservations, Serves Alcohol",French,,,
Satake,https://www.tripadvisor.in//Restaurant_Review-g196537-d6404130-Reviews-Satake-Vannes_Morbihan_Brittany.html,"35 rue du Marechal Leclerc, 56000, Vannes France",Improve this listing,,52,3.5,4.0,3.0,4.0,,"Dinner, Lunch","Delivery, Takeout, Seating, Reservations, Serves Alcohol","Japanese, Sushi, Asian",,,
Hippopotamus,https://www.tripadvisor.in//Restaurant_Review-g196537-d2623225-Reviews-Hippopotamus-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
La Huche a Pain,https://www.tripadvisor.in//Restaurant_Review-g196537-d12694727-Reviews-La_Huche_a_Pain-Vannes_Morbihan_Brittany.html,"2 rue du Capitaine Jude Rond Point du Palais des Arts, 56000, Vannes France",+33 2 97 47 89 05,,20,4.0,4.5,3.5,4.0,,Breakfast,Takeout,,,,
Bistrot St Edouard,https://www.tripadvisor.in//Restaurant_Review-g196537-d8119661-Reviews-Bistrot_St_Edouard-Vannes_Morbihan_Brittany.html,"15 rue Aristide Boucicaut Galerie Ccial Leclerc Kerlann, 56000, Vannes France",+33 2 97 63 83 45, Open now: ,60,3.5,3.0,3.5,3.0,,"Lunch, Drinks",,"French, Bar, Pub",,8.0,23.0
Ladid food,https://www.tripadvisor.in//Restaurant_Review-g196537-d19905346-Reviews-Ladid_food-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Le Tarmac,https://www.tripadvisor.in//Restaurant_Review-g196537-d7310564-Reviews-Le_Tarmac-Vannes_Morbihan_Brittany.html,"25 rue Ferdinand le Dressay, 56000, Vannes France",+33 2 97 47 58 27, Open now: ,319,3.0,3.0,3.0,2.5,,"Lunch, Dinner, Drinks","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","French, Bar, European",,,
La Fine Bouche,https://www.tripadvisor.in//Restaurant_Review-g1158736-d6575276-Reviews-La_Fine_Bouche-Ploeren_Vannes_Morbihan_Brittany.html,"Direction le Bourg-Rue Guernehue, 56880 Ploeren, Vannes France",Improve this listing,,10,,,,,,Dinner,,"Italian, Pizza, Seafood",,,
Aden,https://www.tripadvisor.in//Restaurant_Review-g196537-d25371147-Reviews-Aden-Vannes_Morbihan_Brittany.html,"25 rue du marechal leclerc, 56000, Vannes France",Improve this listing,,3,,,,,,"Lunch, Dinner",,"Philippine, Pizza, Mediterranean, Asian, Turkish, Diner",,,
Mercure Hotel,https://www.tripadvisor.in//Restaurant_Review-g196537-d6947174-Reviews-Mercure_Hotel-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
L'Express Kebab,https://www.tripadvisor.in//Restaurant_Review-g196537-d12172732-Reviews-L_Express_Kebab-Vannes_Morbihan_Brittany.html,"80 avenue du 4 Aout 1944, 56000, Vannes France",+33 9 54 66 52 20,,16,,,,,,,"Seating, Table Service","Fast food, Turkish, Middle Eastern",,2.0,15.0
Lily Sushi,https://www.tripadvisor.in//Restaurant_Review-g196537-d24063595-Reviews-Lily_Sushi-Vannes_Morbihan_Brittany.html,"16 rue du Port, 56000, Vannes France",+33 6 95 88 97 10, Closed now: ,3,,,,,,Dinner,,Japanese,,,
L'as Du Kebab,https://www.tripadvisor.in//Restaurant_Review-g196537-d21182583-Reviews-L_as_Du_Kebab-Vannes_Morbihan_Brittany.html,"1 Avenue Du President Wilson, 56000, Vannes France",+33 2 90 73 84 58, Closed now: ,4,,,,,,"Lunch, Dinner",,"French, Turkish",,5.0,15.0
Le Saint-Nicolas,https://www.tripadvisor.in//Restaurant_Review-g196537-d4825682-Reviews-Le_Saint_Nicolas-Vannes_Morbihan_Brittany.html,"31 rue Francis Decker, 56000, Vannes France",+33 2 97 54 03 00, Open now: ,53,3.5,3.5,3.5,3.5,,"Lunch, Breakfast","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service","French, Bar, Pub",,,
Creperie Les Josephine,https://www.tripadvisor.in//Restaurant_Review-g196537-d26353384-Reviews-Creperie_Les_Josephine-Vannes_Morbihan_Brittany.html,"8 Rue des Orfevres, Vannes France",Improve this listing,,7,,,,,,,,French,,,
Le Restaurant Ibis Vannes,https://www.tripadvisor.in//Restaurant_Review-g196537-d12600187-Reviews-Le_Restaurant_Ibis_Vannes-Vannes_Morbihan_Brittany.html,"31 rue Henri Matisse Quartier de Menimur ibis Vannes, 56000, Vannes France",+33 2 97 63 61 11,,6,,,,,,,,International,,,
Tika kabab,https://www.tripadvisor.in//Restaurant_Review-g196537-d26545417-Reviews-Tika_kabab-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Restaurant La Boucherie,https://www.tripadvisor.in//Restaurant_Review-g196537-d25006119-Reviews-Restaurant_La_Boucherie-Vannes_Morbihan_Brittany.html,"Rue Du, Rue Gay Lussac, 56000, Vannes France",+33 2 97 46 03 04,,3,,,,,,,,French,,,
Kahina Restaurant Berbere,https://www.tripadvisor.in//Restaurant_Review-g196537-d26307878-Reviews-Kahina_Restaurant_Berbere-Vannes_Morbihan_Brittany.html,"19 Rue De La Fontaine, 56000 , Vannes France",+33 9 88 00 88 98,,2,,,,,,"Lunch, Dinner",,"Moroccan, Mediterranean, Tunisian, Algerian",,,
Le Djurdjura,https://www.tripadvisor.in//Restaurant_Review-g196537-d20258565-Reviews-Le_Djurdjura-Vannes_Morbihan_Brittany.html,"47 rue du Marechal Leclerc, 56000, Vannes France",+33 2 97 45 05 43,,5,,,,,,,,,,,
Vabene,https://www.tripadvisor.in//Restaurant_Review-g196537-d17752154-Reviews-Vabene-Vannes_Morbihan_Brittany.html,"13 B rue Hoche, 56000, Vannes France",+33 2 97 69 61 04,,4,,,,,,,,Italian,,9.0,15.0
L'Entract',https://www.tripadvisor.in//Restaurant_Review-g196537-d1331885-Reviews-L_Entract-Vannes_Morbihan_Brittany.html,"138 rue Alain Gerbault, 56000, Vannes France",+33 2 97 42 56 24, Closed now: ,31,3.5,3.5,4.0,3.5,3.5,Lunch,"Reservations, Seating, Serves Alcohol, Table Service, Wheelchair Accessible",French,,,
Cafe Restaurant Le 67,https://www.tripadvisor.in//Restaurant_Review-g196537-d11841501-Reviews-Cafe_Restaurant_Le_67-Vannes_Morbihan_Brittany.html,"67 rue Anita Conti, 56000, Vannes France",+33 9 51 33 63 84, Open now: ,4,,,,,,"Breakfast, Lunch, Dinner",,,,,
Bar de L'Hotel de Ville,https://www.tripadvisor.in//Restaurant_Review-g196537-d10832799-Reviews-Bar_de_L_Hotel_de_Ville-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Fika Pauses Gourmandes,https://www.tripadvisor.in//Restaurant_Review-g196537-d17932570-Reviews-Fika_Pauses_Gourmandes-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Domino's Pizza,https://www.tripadvisor.in//Restaurant_Review-g196537-d15289837-Reviews-Domino_s_Pizza-Vannes_Morbihan_Brittany.html,"51 boulevard de la Paix, 56000, Vannes France",+33 2-97-69-21-21, Closed now: ,6,,,,,,"Lunch, Dinner",,"French, Italian",,5.0,10.0
-1960 Evenements,https://www.tripadvisor.in//Restaurant_Review-g196537-d10178222-Reviews-1960_Evenements-Vannes_Morbihan_Brittany.html,"10 rue Camille Saint Saens, 56000, Vannes France",+33 6 51 52 16 76,,2,,,,,,,,French,,3.0,10.0
Empreinte,https://www.tripadvisor.in//Restaurant_Review-g196537-d26358611-Reviews-Empreinte-Vannes_Morbihan_Brittany.html,"15  Place Valencia, Vannes France",+33 2 97 46 06 42, Closed now: ,1,,,,,,"Lunch, Dinner",,"French, Healthy, Indigenous",,,
Bar Brasserie Le Fourchene,https://www.tripadvisor.in//Restaurant_Review-g196537-d19891840-Reviews-Bar_Brasserie_Le_Fourchene-Vannes_Morbihan_Brittany.html,"Rue du Vincin, 56000, Vannes France",+33 2 97 63 10 28,,2,,,,,,,,,,,
Bret'On Pizza,https://www.tripadvisor.in//Restaurant_Review-g196537-d8755458-Reviews-Bret_On_Pizza-Vannes_Morbihan_Brittany.html,"5 Place de la Madeleine, 56000, Vannes France",+33 2 97 63 02 02,,26,3.5,4.5,4.5,4.0,,Dinner,"Takeout, Delivery, Wheelchair Accessible","Pizza, Italian",,,
Le fournil des 3 rois,https://www.tripadvisor.in//Restaurant_Review-g196537-d19754631-Reviews-Le_fournil_des_3_rois-Vannes_Morbihan_Brittany.html,"181 avenue du 4 Aout 1944, 56000, Vannes France",+33 2 97 42 46 64,,2,,,,,,,,,,,
Delicecafe,https://www.tripadvisor.in//Restaurant_Review-g196537-d23729162-Reviews-Delicecafe-Vannes_Morbihan_Brittany.html,"7 Place des Lices, 56000, Vannes France",+33 2 97 54 23 31,,1,,,,,,,,French,,,
Zizzie Pizza Al Taglio,https://www.tripadvisor.in//Restaurant_Review-g196537-d11793311-Reviews-Zizzie_Pizza_Al_Taglio-Vannes_Morbihan_Brittany.html,"9 rue de la Porte Poterne, 56000, Vannes France",Improve this listing,,9,,,,,,,,"Italian, Pizza",,,
Feel Juice,https://www.tripadvisor.in//Restaurant_Review-g196537-d15003808-Reviews-Feel_Juice-Vannes_Morbihan_Brittany.html,"12 rue Joseph le Brix, 56000, Vannes France",+33 2 97 67 20 30,,5,,,,,,,,Soups,,4.0,15.0
The Pattern,https://www.tripadvisor.in//Restaurant_Review-g196537-d17418036-Reviews-The_Pattern-Vannes_Morbihan_Brittany.html,"20 rue Saint Patern, 56000, Vannes France",0297478544,,20,,,,,,,"Accepts Credit Cards, Reservations, Seating",,,,
Mons,https://www.tripadvisor.in//Restaurant_Review-g196537-d23404197-Reviews-Mons-Vannes_Morbihan_Brittany.html,"2 Place de Mons, 56000, Vannes France",+33 2 97 63 27 92,,3,,,,,,,,"French, Pizza",,,
Le vieux Port,https://www.tripadvisor.in//Restaurant_Review-g196537-d4225449-Reviews-Le_vieux_Port-Vannes_Morbihan_Brittany.html,"Rue du Port, Vannes France",+33 2 97 47 93 93,,96,3.0,3.0,3.5,3.5,3.0,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating",French,,,
Ty Kinoa,https://www.tripadvisor.in//Restaurant_Review-g196537-d23649850-Reviews-Ty_Kinoa-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
L'enchanThe,https://www.tripadvisor.in//Restaurant_Review-g196537-d26454891-Reviews-L_enchanThe-Vannes_Morbihan_Brittany.html,"15, place du general  de Gaulle, 56000, Vannes France",+33 2 90 79 94 06,,0,,,,,,"Lunch, Brunch",,"French, Mediterranean",,,
Fabrizio,https://www.tripadvisor.in//Restaurant_Review-g196537-d26688145-Reviews-Fabrizio-Vannes_Morbihan_Brittany.html,"Rue Saint Patern, Vannes France",Improve this listing,,0,,,,,,Dinner,"Outdoor Seating, Seating, Free Wifi, Accepts Credit Cards",Italian,,,
MAMIE PAULETTE,https://www.tripadvisor.in//Restaurant_Review-g196537-d25354239-Reviews-MAMIE_PAULETTE-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Pizzo food,https://www.tripadvisor.in//Restaurant_Review-g196537-d15293544-Reviews-Pizzo_food-Vannes_Morbihan_Brittany.html,"1 Rue Paul Cezanne, 56000, Vannes France",+33 2 97 49 09 31,,0,,,,,,,,"Pizza, Fast food",,5.0,13.0
Cappadoce Restaurant,https://www.tripadvisor.in//Restaurant_Review-g196537-d23701029-Reviews-Cappadoce_Restaurant-Vannes_Morbihan_Brittany.html,"100 Bis Av. Du 4 Aout 1944, 56000 Vannes, 56000, Vannes France",+33 9 84 27 61 74,Opens in 10 min: ,0,,,,,,Dinner,,"Cafe, Barbecue, Turkish",,,
Kusmi Tea | Vannes,https://www.tripadvisor.in//Restaurant_Review-g196537-d23433962-Reviews-Kusmi_Tea_Vannes-Vannes_Morbihan_Brittany.html,"13 rue Saint Vincent, 56000, Vannes France",+33 2-97-44-53-79, Open now: ,0,,,,,,"Lunch, Dinner",,,,,
Francois Kouign Amann - Crepes - Gateaux Breton,https://www.tripadvisor.in//Restaurant_Review-g196537-d26450903-Reviews-Francois_Kouign_Amann_Crepes_Gateaux_Breton-Vannes_Morbihan_Brittany.html,,,,0,,,,,,,,,,,
Ty Vira,https://www.tripadvisor.in//Restaurant_Review-g196537-d26492209-Reviews-Ty_Vira-Vannes_Morbihan_Brittany.html,"11 rue Thiers, 56000, Vannes France",+33 7 86 17 95 71, Closed now: ,0,,,,,,"Lunch, Dinner, Drinks",,"European, Asian",,,
Les Charmettes Quelneuc,https://www.tripadvisor.in//Restaurant_Review-g8737712-d19353042-Reviews-Les_Charmettes_Quelneuc-Quelneuc_Vannes_Morbihan_Brittany.html,"Le Bourg, 56910 Quelneuc, Vannes France",+33 2 99 93 79 75,,0,,,,,,,,French,,,
Buffalo Grill Ploeren,https://www.tripadvisor.in//Restaurant_Review-g1158736-d26842948-Reviews-Buffalo_Grill_Ploeren-Ploeren_Vannes_Morbihan_Brittany.html,"17 Rue Edgar Touffreau Zone de Luscanen, 56880 Ploeren, Vannes France",Improve this listing,,0,,,,,,,,,,,
